feature	is.community.feat	pheno	domain	trait	mb.coef	age.coef	DR.1D.coef	DR.2D.coef	DR.20.coef	DR.40.coef	mb.pval	mb.padj
Schaedlerella	N	MetCage_EE	MetCage	EE	-0.00462943	 0.11491002	-0.15607980	-0.36046915	-0.48269954	-1.27129436	0.83219760	0.96594097
Shannon	Y	MetCage_EE	MetCage	EE	-0.01877321	 0.11483221	-0.14835975	-0.35956840	-0.47355226	-1.25694312	0.33994830	0.76770627
Simpson	Y	MetCage_EE	MetCage	EE	-0.01933674	 0.11508932	-0.14791170	-0.35447475	-0.47262907	-1.25467068	0.32739339	0.75769931
Staphylococcus	N	MetCage_EE	MetCage	EE	-0.01953777	 0.11670776	-0.15674096	-0.35777761	-0.47955216	-1.26245009	0.31282440	0.74609359
TF0111	N	MetCage_EE	MetCage	EE	 0.00983083	 0.11755710	-0.15292246	-0.35620967	-0.47557596	-1.25571912	0.66427435	0.91763480
Turicibacter	N	MetCage_EE	MetCage	EE	-0.00564934	 0.11727808	-0.15643321	-0.35855692	-0.48212266	-1.26422594	0.80218244	0.95749711
UBA11940	N	MetCage_EE	MetCage	EE	-0.04246247	 0.10624742	-0.16039730	-0.37243608	-0.49435734	-1.28336416	0.05857135	0.43457423
UBA11957	N	MetCage_EE	MetCage	EE	 0.01246741	 0.11783326	-0.14954101	-0.34691294	-0.47229497	-1.25313938	0.60507284	0.89943733
UBA1394	N	MetCage_EE	MetCage	EE	 0.00753311	 0.11601315	-0.15511398	-0.35410456	-0.48055664	-1.26809812	0.72194195	0.93489498
UBA1405	N	MetCage_EE	MetCage	EE	 0.08872815	 0.11194151	-0.14441263	-0.31625636	-0.43521268	-1.23325738	0.00003759	0.00531818
UBA2882	N	MetCage_EE	MetCage	EE	 0.00695661	 0.11511170	-0.15299345	-0.35302680	-0.47981757	-1.26953973	0.74882228	0.94197752
UBA3282	N	MetCage_EE	MetCage	EE	-0.00088691	 0.11516269	-0.15466544	-0.35765497	-0.47979486	-1.26694215	0.96484734	0.99520828
UBA3700	N	MetCage_EE	MetCage	EE	-0.02184665	 0.11138738	-0.15212666	-0.35681757	-0.47497779	-1.25995883	0.31635212	0.74908856
UBA3700NOV	N	MetCage_EE	MetCage	EE	 0.00345308	 0.11574023	-0.15569881	-0.35845296	-0.48163721	-1.27012347	0.87230179	0.97556964
UBA3818	N	MetCage_EE	MetCage	EE	 0.04453614	 0.11600940	-0.14113829	-0.33470002	-0.45354102	-1.24979549	0.03700747	0.36136191
UBA7160	N	MetCage_EE	MetCage	EE	-0.03713274	 0.11491191	-0.13906644	-0.33411494	-0.47525727	-1.27272187	0.07212292	0.46520165
UBA7173	N	MetCage_EE	MetCage	EE	-0.02016944	 0.11446614	-0.14843133	-0.35420951	-0.47219484	-1.26079275	0.33516947	0.76385973
UBA7182	N	MetCage_EE	MetCage	EE	 0.01495760	 0.11778958	-0.15103288	-0.35169748	-0.47110483	-1.24693537	0.53421112	0.87082041
UBA946	N	MetCage_EE	MetCage	EE	-0.01625521	 0.11410438	-0.16057450	-0.36958015	-0.48351639	-1.26439153	0.44247186	0.82619678
UBA9475	N	MetCage_EE	MetCage	EE	-0.01182528	 0.11332635	-0.15899947	-0.36319539	-0.48397900	-1.27031609	0.58433028	0.89094589
UBA9502	N	MetCage_EE	MetCage	EE	 0.03203961	 0.11835833	-0.13758958	-0.34213592	-0.45681401	-1.23300439	0.14876370	0.58712106
UMGS1004	N	MetCage_EE	MetCage	EE	 0.00147692	 0.11548555	-0.15478734	-0.35770614	-0.48038780	-1.26815241	0.94568318	0.99234870
UMGS1217	N	MetCage_EE	MetCage	EE	-0.03442680	 0.11201103	-0.15368488	-0.36565296	-0.47926919	-1.27573621	0.08220336	0.48226124
UMGS1370	N	MetCage_EE	MetCage	EE	 0.00406367	 0.11530167	-0.15263628	-0.35447440	-0.47636279	-1.26177800	0.85726042	0.97269789
UMGS1815	N	MetCage_EE	MetCage	EE	 0.03745002	 0.11369512	-0.16657522	-0.37609475	-0.51845264	-1.31488991	0.11785124	0.54121704
UMGS1872	N	MetCage_EE	MetCage	EE	 0.02895150	 0.11443213	-0.14968233	-0.35232780	-0.46884192	-1.24566558	0.16952442	0.61642318
UMGS268	N	MetCage_EE	MetCage	EE	-0.01891990	 0.10981194	-0.15388786	-0.36130759	-0.47853391	-1.26330193	0.37502171	0.79100154
X142	N	MetCage_EE	MetCage	EE	 0.01469998	 0.11615085	-0.15245103	-0.35769731	-0.47353431	-1.25740437	0.48749698	0.85030607
X1XD4269	N	MetCage_EE	MetCage	EE	-0.04566699	 0.10849762	-0.17672779	-0.38160433	-0.48319009	-1.26904150	0.02321852	0.29353446
X1XD876	N	MetCage_EE	MetCage	EE	 0.02498890	 0.11323493	-0.14808392	-0.34704409	-0.47325101	-1.25865679	0.21697494	0.66551237
uniq	Y	MetCage_EE	MetCage	EE	 0.00271798	 0.11457184	-0.15540336	-0.35821642	-0.48069236	-1.26813595	0.90254052	0.98413123
AF3328	N	MetCage_EE.dark	MetCage	EE.dark	-0.01877756	 0.04374552	-0.08687400	-0.21106951	-0.42233780	-1.23695226	0.33515069	0.76385973
AM0715	N	MetCage_EE.dark	MetCage	EE.dark	-0.00394191	 0.04439573	-0.08461040	-0.21346880	-0.42211853	-1.23223450	0.85495034	0.97164184
ASF356	N	MetCage_EE.dark	MetCage	EE.dark	-0.03690604	 0.03488232	-0.08860987	-0.21714241	-0.42786499	-1.25144091	0.08860120	0.49496447
Acetatifactor	N	MetCage_EE.dark	MetCage	EE.dark	-0.02766333	 0.04276165	-0.09201226	-0.21112064	-0.42394477	-1.22554731	0.16487097	0.60950073
Acutalibacter	N	MetCage_EE.dark	MetCage	EE.dark	 0.04110558	 0.04591022	-0.06364835	-0.18810348	-0.38974225	-1.19891473	0.03628596	0.35801348
Adlercreutzia	N	MetCage_EE.dark	MetCage	EE.dark	-0.00827017	 0.04552644	-0.08082549	-0.20789348	-0.41607844	-1.23178611	0.69807146	0.92737432
Akkermansia	N	MetCage_EE.dark	MetCage	EE.dark	 0.06421784	 0.03900554	-0.07690446	-0.19657648	-0.43499845	-1.27290995	0.00170658	0.07165956
Alistipes	N	MetCage_EE.dark	MetCage	EE.dark	 0.13395329	-0.01124203	-0.07362282	-0.20093091	-0.43378947	-1.23354228	0.00000000	0.00000102
Anaerotignum	N	MetCage_EE.dark	MetCage	EE.dark	-0.01505669	 0.04705452	-0.08782728	-0.21689728	-0.42261413	-1.23093530	0.45660733	0.83346259
Anaerotruncus	N	MetCage_EE.dark	MetCage	EE.dark	 0.02398307	 0.04330178	-0.07298330	-0.20147797	-0.40617644	-1.21352524	0.23683787	0.68513207
AnaerovoracaceaeNOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.00479592	 0.04508321	-0.08268612	-0.21081097	-0.41915324	-1.22890067	0.80932946	0.96017103
Angelakisella	N	MetCage_EE.dark	MetCage	EE.dark	 0.04064644	 0.04769962	-0.05965331	-0.17880277	-0.38925897	-1.20997879	0.05014928	0.41020441
Bacteroides	N	MetCage_EE.dark	MetCage	EE.dark	 0.02531958	 0.04096044	-0.09287216	-0.22625301	-0.42759389	-1.23550869	0.21018726	0.65881596
Bifidobacterium	N	MetCage_EE.dark	MetCage	EE.dark	 0.00346558	 0.04339383	-0.08386277	-0.21357467	-0.41877664	-1.23159039	0.88090825	0.97807310
BorkfalkiaceaeNOV	N	MetCage_EE.dark	MetCage	EE.dark	-0.01237775	 0.04288016	-0.08429375	-0.21455352	-0.41527052	-1.22461900	0.55355856	0.87745984
ButyricicoccaceaeNOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.03224772	 0.04609109	-0.07048226	-0.19357913	-0.40821946	-1.22303536	0.09825258	0.51036620
CAG115	N	MetCage_EE.dark	MetCage	EE.dark	 0.01532444	 0.04292495	-0.08579657	-0.20910791	-0.41956719	-1.23515838	0.45200418	0.83099189
CAG145	N	MetCage_EE.dark	MetCage	EE.dark	 0.02604029	 0.04680949	-0.09058844	-0.21244579	-0.42214292	-1.22728863	0.19927901	0.64724802
CAG273	N	MetCage_EE.dark	MetCage	EE.dark	-0.00805967	 0.04382575	-0.08438524	-0.21353923	-0.41939770	-1.23137289	0.68396290	0.92244179
CAG274NOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.00542372	 0.04613310	-0.08338669	-0.20919736	-0.41862116	-1.22646350	0.80140926	0.95741325
CAG303	N	MetCage_EE.dark	MetCage	EE.dark	 0.02503195	 0.04918627	-0.08226658	-0.20700244	-0.42302319	-1.22572313	0.21361829	0.66171377
CAG41	N	MetCage_EE.dark	MetCage	EE.dark	 0.00134694	 0.04522192	-0.08390531	-0.21202859	-0.41953662	-1.22994541	0.94718579	0.99244814
CAG475	N	MetCage_EE.dark	MetCage	EE.dark	 0.03613237	 0.05216683	-0.08161590	-0.19281314	-0.42023374	-1.23373751	0.09248752	0.50102331
CAG485	N	MetCage_EE.dark	MetCage	EE.dark	 0.02769973	 0.03943278	-0.09241291	-0.22498237	-0.43289510	-1.24316381	0.19463893	0.64186389
CAG510	N	MetCage_EE.dark	MetCage	EE.dark	-0.01389393	 0.04855529	-0.08377725	-0.21543500	-0.42033851	-1.22181798	0.50776141	0.86004821
CAG552NOV	N	MetCage_EE.dark	MetCage	EE.dark	-0.01540923	 0.04138568	-0.08611937	-0.21419350	-0.42175835	-1.22994621	0.46531906	0.83870522
CAG56	N	MetCage_EE.dark	MetCage	EE.dark	 0.03114604	 0.04721482	-0.08976400	-0.22201630	-0.41344288	-1.21323154	0.11829686	0.54131049
CAG582	N	MetCage_EE.dark	MetCage	EE.dark	-0.02674055	 0.04009242	-0.08477907	-0.21666314	-0.42110787	-1.22261286	0.18073407	0.62869011
CAG776	N	MetCage_EE.dark	MetCage	EE.dark	-0.03626501	 0.04257469	-0.07861831	-0.21518861	-0.41868604	-1.21997825	0.06578343	0.45111659
CAG81	N	MetCage_EE.dark	MetCage	EE.dark	 0.02218071	 0.04554127	-0.07972470	-0.20658628	-0.41567817	-1.22337259	0.26015118	0.70025880
CAG873	N	MetCage_EE.dark	MetCage	EE.dark	-0.01157935	 0.04507446	-0.07914812	-0.20705225	-0.41580394	-1.22565394	0.56416606	0.88416776
CAG95	N	MetCage_EE.dark	MetCage	EE.dark	 0.01228964	 0.04623574	-0.08022091	-0.20925135	-0.41694585	-1.22667632	0.53647520	0.87202042
COE1	N	MetCage_EE.dark	MetCage	EE.dark	 0.01628643	 0.04803883	-0.07909698	-0.20702845	-0.41206970	-1.21311888	0.45550746	0.83289745
Chao1	Y	MetCage_EE.dark	MetCage	EE.dark	 0.02092227	 0.04452251	-0.08261257	-0.20666893	-0.41763607	-1.22765451	0.24190154	0.68914813
Clostridium	N	MetCage_EE.dark	MetCage	EE.dark	-0.03718414	 0.05062801	-0.09039707	-0.22574936	-0.42835277	-1.20904853	0.06223689	0.44232046
ClostridiumQ	N	MetCage_EE.dark	MetCage	EE.dark	 0.02367481	 0.04710574	-0.08378118	-0.21835318	-0.41550631	-1.21276596	0.24740732	0.69169661
D1663	N	MetCage_EE.dark	MetCage	EE.dark	-0.01617965	 0.04528505	-0.07641689	-0.20366489	-0.41526488	-1.23917472	0.43700790	0.82491236
Desulfovibrio	N	MetCage_EE.dark	MetCage	EE.dark	 0.07747341	 0.02548785	-0.10361271	-0.22496264	-0.43488189	-1.25756184	0.00024110	0.02057544
Dorea	N	MetCage_EE.dark	MetCage	EE.dark	-0.00430417	 0.04482467	-0.08565446	-0.21441097	-0.42093055	-1.23322916	0.83138417	0.96577185
Dubosiella	N	MetCage_EE.dark	MetCage	EE.dark	-0.01019381	 0.04877694	-0.08978233	-0.21655722	-0.42128293	-1.22639236	0.62593828	0.90587046
Duncaniella	N	MetCage_EE.dark	MetCage	EE.dark	 0.00323225	 0.04528806	-0.08579691	-0.21519172	-0.42064293	-1.23138772	0.87034096	0.97553531
Emergencia	N	MetCage_EE.dark	MetCage	EE.dark	-0.01448340	 0.04264913	-0.07674358	-0.20297935	-0.42234338	-1.24573313	0.52915358	0.86896449
EnterococcusD	N	MetCage_EE.dark	MetCage	EE.dark	-0.03905056	 0.05601243	-0.07899328	-0.20923714	-0.41253138	-1.22127134	0.06522633	0.44887555
ErysipelatoclostridiaceaeNOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.00243452	 0.04516792	-0.08527686	-0.21382578	-0.42032218	-1.22975245	0.90311379	0.98413123
Erysipelatoclostridium	N	MetCage_EE.dark	MetCage	EE.dark	-0.03815600	 0.04535470	-0.07358117	-0.20261464	-0.39900215	-1.22075855	0.05755749	0.43175961
ErysipelotrichaceaeNOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.00853950	 0.04592024	-0.08596580	-0.21405798	-0.42008716	-1.22040274	0.68453659	0.92253377
Escherichia	N	MetCage_EE.dark	MetCage	EE.dark	-0.03162453	 0.05131491	-0.08225311	-0.20377885	-0.41476107	-1.21749649	0.12508778	0.55223036
EubacteriumF	N	MetCage_EE.dark	MetCage	EE.dark	-0.02039144	 0.04272036	-0.08201253	-0.20762744	-0.41804299	-1.23038313	0.29461790	0.73067535
EubacteriumG	N	MetCage_EE.dark	MetCage	EE.dark	 0.02899364	 0.05076600	-0.07715358	-0.20585129	-0.40824296	-1.21744613	0.15782396	0.59941823
EubacteriumJ	N	MetCage_EE.dark	MetCage	EE.dark	 0.00681136	 0.04588834	-0.08219433	-0.21034780	-0.41632416	-1.22415354	0.74357423	0.94110315
Evtepia	N	MetCage_EE.dark	MetCage	EE.dark	 0.01774058	 0.04445045	-0.07956463	-0.20692830	-0.40858184	-1.21530907	0.37208687	0.78921720
Flavonifractor	N	MetCage_EE.dark	MetCage	EE.dark	 0.02899384	 0.04438709	-0.07550849	-0.20014499	-0.40583001	-1.21148760	0.14392492	0.57852656
HungatellaA	N	MetCage_EE.dark	MetCage	EE.dark	 0.02036221	 0.04872288	-0.08038410	-0.21359180	-0.41693658	-1.22679974	0.30716985	0.74303801
Ileibacterium	N	MetCage_EE.dark	MetCage	EE.dark	 0.01829587	 0.04354437	-0.08595696	-0.22992206	-0.42471533	-1.24221115	0.38991728	0.80007488
Kineothrix	N	MetCage_EE.dark	MetCage	EE.dark	 0.00826448	 0.04381727	-0.08508114	-0.21705072	-0.42278166	-1.23821882	0.70559859	0.92998589
Lachnospira	N	MetCage_EE.dark	MetCage	EE.dark	 0.01493733	 0.04872913	-0.08756987	-0.21501338	-0.41759842	-1.22041369	0.47804462	0.84507995
LachnospiraceaeNOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.01652333	 0.04796490	-0.08070424	-0.21182416	-0.41531910	-1.22779333	0.40570610	0.80882811
Lactobacillus	N	MetCage_EE.dark	MetCage	EE.dark	 0.00898140	 0.04543075	-0.08771599	-0.22365951	-0.42446696	-1.23788589	0.67978693	0.92099943
Lawsonibacter	N	MetCage_EE.dark	MetCage	EE.dark	 0.02672380	 0.04439813	-0.07498958	-0.19844273	-0.40210288	-1.21703940	0.18100366	0.62876997
Ligilactobacillus	N	MetCage_EE.dark	MetCage	EE.dark	-0.01997650	 0.05315097	-0.06893842	-0.19240443	-0.40597733	-1.20976715	0.46896172	0.84024778
Limosilactobacillus	N	MetCage_EE.dark	MetCage	EE.dark	-0.00632637	 0.04437748	-0.08197878	-0.20643685	-0.41569099	-1.22419635	0.76664385	0.94719452
Mailhella	N	MetCage_EE.dark	MetCage	EE.dark	 0.01395686	 0.04480895	-0.08662131	-0.21909845	-0.42019199	-1.22644508	0.48556004	0.84910570
MarseilleP3106	N	MetCage_EE.dark	MetCage	EE.dark	 0.01707736	 0.04563817	-0.08237290	-0.21036008	-0.42166688	-1.22747117	0.37239084	0.78933868
MuribaculaceaeNOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.09406822	 0.00281860	-0.09770417	-0.19881319	-0.43018096	-1.26342711	0.00003646	0.00522775
Muribaculum	N	MetCage_EE.dark	MetCage	EE.dark	 0.09330057	 0.03267130	-0.12453321	-0.25477467	-0.44925049	-1.27866082	0.00000803	0.00161211
Oscillibacter	N	MetCage_EE.dark	MetCage	EE.dark	 0.01958148	 0.04671725	-0.07690019	-0.20014781	-0.40924371	-1.22029119	0.33199969	0.76125546
OscillospiraceaeNOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.02390796	 0.04805741	-0.07605266	-0.19727838	-0.40908190	-1.21741224	0.25105980	0.69431769
PCoA1	Y	MetCage_EE.dark	MetCage	EE.dark	 0.00291869	 0.04471035	-0.08577994	-0.21533479	-0.42139998	-1.23293254	0.89366554	0.98196014
PCoA2	Y	MetCage_EE.dark	MetCage	EE.dark	-0.00876849	 0.04661094	-0.08289324	-0.21151963	-0.41537232	-1.21925273	0.68704530	0.92326677
PCoA3	Y	MetCage_EE.dark	MetCage	EE.dark	-0.03059316	 0.03640943	-0.08827682	-0.22473289	-0.42740971	-1.23921060	0.15819374	0.59991937
Paramuribaculum	N	MetCage_EE.dark	MetCage	EE.dark	 0.04321385	 0.04009743	-0.10017117	-0.23207358	-0.44628335	-1.25816154	0.03916020	0.37132611
Parvibacter	N	MetCage_EE.dark	MetCage	EE.dark	-0.01423392	 0.04506249	-0.07785247	-0.20429084	-0.41334774	-1.23380370	0.50485782	0.85842527
Prevotella	N	MetCage_EE.dark	MetCage	EE.dark	 0.02533839	 0.04533335	-0.09175457	-0.22472590	-0.42185966	-1.22762042	0.20034557	0.64776644
Romboutsia	N	MetCage_EE.dark	MetCage	EE.dark	-0.02296322	 0.04927572	-0.09070079	-0.22112278	-0.42309865	-1.21208862	0.27561417	0.71398194
Roseburia	N	MetCage_EE.dark	MetCage	EE.dark	-0.01986109	 0.04822257	-0.09596828	-0.22424390	-0.42102532	-1.22129947	0.32960150	0.75920380
RuminiclostridiumE	N	MetCage_EE.dark	MetCage	EE.dark	-0.00680032	 0.04392417	-0.08480346	-0.21860349	-0.42098878	-1.23394577	0.74269348	0.94107155
Schaedlerella	N	MetCage_EE.dark	MetCage	EE.dark	 0.00984167	 0.04590990	-0.08113972	-0.20662017	-0.41290837	-1.22040560	0.64413676	0.91046462
Shannon	Y	MetCage_EE.dark	MetCage	EE.dark	-0.01685289	 0.04473564	-0.07879258	-0.21528703	-0.41420088	-1.22154285	0.37924206	0.79342811
Simpson	Y	MetCage_EE.dark	MetCage	EE.dark	-0.01852884	 0.04496081	-0.07801189	-0.21052011	-0.41294126	-1.21870001	0.33542012	0.76385973
Staphylococcus	N	MetCage_EE.dark	MetCage	EE.dark	-0.01029309	 0.04591258	-0.08557695	-0.21351311	-0.41961112	-1.22822867	0.58457497	0.89098017
TF0111	N	MetCage_EE.dark	MetCage	EE.dark	-0.00282529	 0.04449458	-0.08488632	-0.21359857	-0.42075287	-1.23346711	0.89813834	0.98321776
Turicibacter	N	MetCage_EE.dark	MetCage	EE.dark	-0.00690369	 0.04761846	-0.08670326	-0.21471320	-0.42272637	-1.22736333	0.75377015	0.94376757
UBA11940	N	MetCage_EE.dark	MetCage	EE.dark	-0.03894367	 0.03683238	-0.08983702	-0.22743671	-0.43341687	-1.24590055	0.07647880	0.47206342
UBA11957	N	MetCage_EE.dark	MetCage	EE.dark	 0.01520674	 0.04830588	-0.07835575	-0.20052725	-0.41070587	-1.21382288	0.51822839	0.86510938
UBA1394	N	MetCage_EE.dark	MetCage	EE.dark	-0.00304700	 0.04484879	-0.08418350	-0.21457703	-0.41919079	-1.22973368	0.88278246	0.97807310
UBA1405	N	MetCage_EE.dark	MetCage	EE.dark	 0.06265644	 0.04258218	-0.07671829	-0.18395544	-0.38821370	-1.20651084	0.00292876	0.09842395
UBA2882	N	MetCage_EE.dark	MetCage	EE.dark	 0.00207360	 0.04510791	-0.08392348	-0.21197747	-0.41969294	-1.23119685	0.92219003	0.98822614
UBA3282	N	MetCage_EE.dark	MetCage	EE.dark	 0.00106492	 0.04528157	-0.08429145	-0.21293258	-0.41932112	-1.22995721	0.95668731	0.99401388
UBA3700	N	MetCage_EE.dark	MetCage	EE.dark	-0.02725639	 0.04032055	-0.08150577	-0.21245036	-0.41391390	-1.22210085	0.20106916	0.64846036
UBA3700NOV	N	MetCage_EE.dark	MetCage	EE.dark	 0.00881138	 0.04635998	-0.08730633	-0.21600395	-0.42489313	-1.23918906	0.67420282	0.92052885
UBA3818	N	MetCage_EE.dark	MetCage	EE.dark	 0.03493160	 0.04583475	-0.07406556	-0.19546794	-0.39932592	-1.21715403	0.09413495	0.50336645
UBA7160	N	MetCage_EE.dark	MetCage	EE.dark	-0.03208221	 0.04480979	-0.07096892	-0.19326651	-0.41582541	-1.23555090	0.11132266	0.53270608
UBA7173	N	MetCage_EE.dark	MetCage	EE.dark	-0.02360708	 0.04417353	-0.07709003	-0.20970353	-0.41094668	-1.22356789	0.24819433	0.69224494
UBA7182	N	MetCage_EE.dark	MetCage	EE.dark	 0.01580283	 0.04780796	-0.08060773	-0.20724607	-0.41064765	-1.20945084	0.50094507	0.85585061
UBA946	N	MetCage_EE.dark	MetCage	EE.dark	-0.00503761	 0.04477806	-0.08626221	-0.21706123	-0.42084757	-1.22964012	0.80737829	0.95938755
UBA9475	N	MetCage_EE.dark	MetCage	EE.dark	 0.00063555	 0.04525603	-0.08416137	-0.21295278	-0.41936389	-1.23011870	0.97596328	0.99695793
UBA9502	N	MetCage_EE.dark	MetCage	EE.dark	 0.04063246	 0.04902103	-0.06255739	-0.19366408	-0.39050696	-1.18750776	0.06029214	0.43753600
UMGS1004	N	MetCage_EE.dark	MetCage	EE.dark	 0.00073749	 0.04525847	-0.08450484	-0.21342851	-0.42001393	-1.23107265	0.97219722	0.99657452
UMGS1217	N	MetCage_EE.dark	MetCage	EE.dark	-0.03544914	 0.04180431	-0.08323650	-0.22141309	-0.41908160	-1.23923919	0.06603553	0.45112118
UMGS1370	N	MetCage_EE.dark	MetCage	EE.dark	 0.01558272	 0.04526783	-0.07694560	-0.20203950	-0.40731267	-1.21158336	0.47947281	0.84589952
UMGS1815	N	MetCage_EE.dark	MetCage	EE.dark	 0.02551201	 0.04407507	-0.09262385	-0.22609083	-0.44614031	-1.26314854	0.27487234	0.71311189
UMGS1872	N	MetCage_EE.dark	MetCage	EE.dark	 0.03661935	 0.04408447	-0.07813599	-0.20659188	-0.40603335	-1.20354665	0.07496356	0.47005884
UMGS268	N	MetCage_EE.dark	MetCage	EE.dark	-0.00841616	 0.04270916	-0.08401807	-0.21497966	-0.41911858	-1.22877194	0.68575811	0.92276316
X142	N	MetCage_EE.dark	MetCage	EE.dark	 0.00962089	 0.04574413	-0.08300870	-0.21345149	-0.41564308	-1.22427572	0.64152023	0.90920492
X1XD4269	N	MetCage_EE.dark	MetCage	EE.dark	-0.03313909	 0.04021323	-0.10059057	-0.23111933	-0.42230333	-1.23236011	0.09093997	0.49774697
X1XD876	N	MetCage_EE.dark	MetCage	EE.dark	 0.03320544	 0.04243127	-0.07561874	-0.19933793	-0.41118219	-1.21944200	0.09229175	0.50049337
uniq	Y	MetCage_EE.dark	MetCage	EE.dark	 0.00910017	 0.04281135	-0.08717991	-0.21602659	-0.42335650	-1.23532863	0.67437288	0.92052885
AF3328	N	MetCage_EE.light	MetCage	EE.light	-0.04951053	 0.19008311	-0.19959115	-0.31384505	-0.50617658	-1.13730006	0.01940826	0.26950373
AM0715	N	MetCage_EE.light	MetCage	EE.light	-0.01182082	 0.19156526	-0.19416294	-0.32006008	-0.50696283	-1.12498903	0.61353507	0.90142904
ASF356	N	MetCage_EE.light	MetCage	EE.light	 0.00366560	 0.19484345	-0.19318071	-0.31902356	-0.49867029	-1.11720054	0.87647814	0.97673080
Acetatifactor	N	MetCage_EE.light	MetCage	EE.light	-0.05028399	 0.18942313	-0.20702700	-0.31548343	-0.50778370	-1.11068860	0.01984946	0.27258877
Acutalibacter	N	MetCage_EE.light	MetCage	EE.light	 0.03340495	 0.19455711	-0.17719771	-0.29954544	-0.47556269	-1.09401445	0.11943113	0.54280247
Adlercreutzia	N	MetCage_EE.light	MetCage	EE.light	-0.00171031	 0.19389564	-0.19281408	-0.31827792	-0.49877038	-1.11958849	0.94087874	0.99157846
Akkermansia	N	MetCage_EE.light	MetCage	EE.light	 0.10591595	 0.18407695	-0.18088547	-0.29208856	-0.52611948	-1.19068190	0.00000189	0.00046903
Alistipes	N	MetCage_EE.light	MetCage	EE.light	 0.19099436	 0.11498648	-0.17959862	-0.29817133	-0.52028620	-1.12501924	0.00000000	0.00000000
Anaerotignum	N	MetCage_EE.light	MetCage	EE.light	-0.03336623	 0.19813890	-0.20120461	-0.32691168	-0.50611155	-1.12055634	0.12701060	0.55487178
Anaerotruncus	N	MetCage_EE.light	MetCage	EE.light	 0.02321752	 0.19214603	-0.18302317	-0.30844303	-0.48659413	-1.10306977	0.29184231	0.72810321
AnaerovoracaceaeNOV	N	MetCage_EE.light	MetCage	EE.light	-0.00742691	 0.19393441	-0.19623925	-0.32322265	-0.50019947	-1.12143525	0.73073336	0.93777726
Angelakisella	N	MetCage_EE.light	MetCage	EE.light	 0.03739191	 0.19633844	-0.17138493	-0.28869347	-0.47204390	-1.10115666	0.09798003	0.50964745
Bacteroides	N	MetCage_EE.light	MetCage	EE.light	 0.04815991	 0.18607072	-0.20952399	-0.34442628	-0.51495339	-1.12980471	0.02846101	0.32202338
Bifidobacterium	N	MetCage_EE.light	MetCage	EE.light	-0.00763752	 0.19764503	-0.19466234	-0.31859848	-0.50128126	-1.11645147	0.76101332	0.94569933
BorkfalkiaceaeNOV	N	MetCage_EE.light	MetCage	EE.light	-0.00527918	 0.19286819	-0.19355545	-0.31994839	-0.49767760	-1.11686237	0.81509315	0.96083188
ButyricicoccaceaeNOV	N	MetCage_EE.light	MetCage	EE.light	 0.02393333	 0.19448136	-0.18340040	-0.30456742	-0.49113570	-1.11404233	0.26030669	0.70044736
CAG115	N	MetCage_EE.light	MetCage	EE.light	-0.00762379	 0.19491414	-0.19293901	-0.32152916	-0.49962959	-1.11701587	0.73101363	0.93777726
CAG145	N	MetCage_EE.light	MetCage	EE.light	 0.04034403	 0.19644933	-0.20283320	-0.31890942	-0.50309089	-1.11460354	0.06690172	0.45373920
CAG273	N	MetCage_EE.light	MetCage	EE.light	-0.01583376	 0.19128558	-0.19377755	-0.32009071	-0.49922171	-1.12139835	0.46197789	0.83703920
CAG274NOV	N	MetCage_EE.light	MetCage	EE.light	 0.02696396	 0.19866213	-0.18845882	-0.29838611	-0.49455461	-1.09998168	0.24977568	0.69280284
CAG303	N	MetCage_EE.light	MetCage	EE.light	 0.03909411	 0.19976917	-0.18882439	-0.30799133	-0.50402203	-1.11088215	0.07357876	0.46856998
CAG41	N	MetCage_EE.light	MetCage	EE.light	-0.00460372	 0.19355662	-0.19522084	-0.32376727	-0.49969177	-1.12055805	0.83507467	0.96646962
CAG475	N	MetCage_EE.light	MetCage	EE.light	-0.01526900	 0.19088871	-0.19512507	-0.32823102	-0.49932975	-1.11777216	0.51050534	0.86074011
CAG485	N	MetCage_EE.light	MetCage	EE.light	 0.06374194	 0.18099722	-0.21207722	-0.34722669	-0.53016162	-1.14995035	0.00584364	0.15113866
CAG510	N	MetCage_EE.light	MetCage	EE.light	-0.00098200	 0.19405289	-0.19352191	-0.31956620	-0.49954386	-1.11871882	0.96567820	0.99543495
CAG552NOV	N	MetCage_EE.light	MetCage	EE.light	-0.03121863	 0.18620552	-0.19700162	-0.32118765	-0.50356389	-1.11866571	0.17120351	0.61816156
CAG56	N	MetCage_EE.light	MetCage	EE.light	 0.05904708	 0.19778411	-0.20414988	-0.33529359	-0.48813496	-1.08727743	0.00642567	0.15831200
CAG582	N	MetCage_EE.light	MetCage	EE.light	-0.03790787	 0.18661829	-0.19403547	-0.32466445	-0.50135683	-1.10904390	0.08035983	0.48009142
