Pathway	02-01	02-02	02-03	02-04	02-05	02-06	02-07	02-08	02-09	02-10	02-11	02-12	02-13	02-14	02-15	08-01	08-02	08-03	08-04	08-05	08-06	08-07	08-08	08-09	08-10	08-11	08-12	08-13	08-14	08-15	12-01	12-02	12-03	12-04	12-05	12-06	12-07	12-08	12-09	12-10	12-11	12-12	12-13	12-14	12-15	14-01	14-02	14-03	14-04	14-05	14-06	14-07	14-08	14-09	14-10	14-11	14-12	14-13	14-14	14-15	16-01	16-02	16-03	16-04	16-05	16-06	16-07	16-08	16-09	16-10	16-11	16-12	16-13	16-15	18-01	18-02	18-03	18-04	18-05	18-06	18-07	18-08	18-09	18-10	18-11	18-12	18-13	18-14	18-15	20-01	20-02	20-03	20-04	20-05	20-06	20-07	20-10	20-11	20-12	20-13	20-15	23-01	23-02	23-03	23-04	23-05	23-06	23-07	23-08	23-09	23-10	23-11	23-15	24-01	24-02	24-03	24-04	24-05	24-07	24-08	24-09	24-10	24-13	24-15	26-02	26-03	26-07	26-08	26-10	26-11	26-12	26-13	26-15	28-04	28-09	28-10	28-11	28-12	30-11	30-12	30-15
PWY-7663: gondoate biosynthesis (anaerobic)	1212.8712878639	885.1924255838	973.1349101757	344.0917800701	514.1932835070	790.5443635568	2053.8080688310	1753.3379125357	1786.8773608267	1219.4816071313	1086.4505609114	1139.5452772645	552.4849682750	344.2548136256	1267.9524694133	414.6632638599	698.3823136887	510.5273508792	111.6512975510	337.4244424543	672.4887671564	618.1913848938	658.9486815479	632.5198152564	315.6550743357	246.6278194176	404.7697306235	736.0691093906	274.1347691153	414.9052682463	121.9392753150	258.4106788555	547.8254775193	255.9016708518	381.0560182396	122.2713134649	251.8368499276	50.9767174469	345.7555874895	336.1647183114	348.2262549821	164.5618092089	492.0824483837	553.6903239360	575.6018019169	405.6522778837	306.3566824677	201.3011473938	242.4106184984	213.6796815206	139.4015215460	440.6923260247	238.3207583693	440.9882508251	369.4168611430	570.9130581499	446.0262725365	553.1742955371	459.5850392030	386.0158714429	77.2662117147	260.9723603666	114.5610283672	186.5158774969	185.4788524810	139.4750491609	213.9075869046	104.2981085143	250.4175763438	54.3650912324	26.8275292206	238.8245694623	219.0372070836	489.9307469597	386.0435760786	448.9350504547	304.0742245377	207.3865401520	282.0185405412	199.4330988225	221.9803734726	222.0188384774	204.2947643561	255.2013780788	331.9513410899	198.7534381726	423.8827180570	368.6083308172	494.4402737542	311.2564154813	594.7954202821	358.3414069563	142.0295980897	290.9674350433	334.6898969070	310.9758436593	167.2086138922	480.1458549868	342.2309295243	363.5184738002	728.9359961922	651.5106047597	375.2083020215	433.6849172634	323.6079831435	1384.1447355962	468.6768832502	274.4166200307	556.4865137641	776.7510992524	323.7122791581	736.8748408107	314.8469225045	709.0729840396	337.5741347872	342.5515802667	156.1269967290	526.4946392841	333.7323727501	382.4658045317	367.4180036675	580.3384135687	574.5420360093	694.7795911554	239.9214839512	330.6798407085	350.3541607543	463.1369888546	311.3872554766	686.4097390540	456.8645070408	581.9475721962	482.4057109690	905.3614786671	401.1693095662	707.0860819048	267.3570567270	530.8630713154	515.8991115166	226.2018302315	203.0049179652
PWY-7664: oleate biosynthesis IV (anaerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.9677900970	0	0	0	0	0	181.9121784570	0	0	0	0	0	0	0
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1912377851	0	0	25.4861253860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.1639432385	0	0	31.8017313243	0	0	0	0	0	0	0	0	0	0	25.2777030203	0	0	0	0	0	0	0	0	0	0	0	0	18.2748798629	0	20.3758792531	16.9097347328	0	0	0	16.7928117979	0	25.3378757077	0	0	0	0	0	22.6495294056	0	0	0	22.2909776890	43.6699767014	0	0	0	0	0	17.1096420093	0	0	0	0	25.3313850132	0	0	17.3126959710	0	0	0	0	0	0	0	16.7322851241	97.8161228581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	459.7166443822	363.5429016829	390.6449567106	122.5560146528	267.8045248065	250.1784068086	731.1688361028	687.6242849837	653.3977700073	474.6102056740	482.2941497254	452.6588320455	266.8830831641	215.5827672878	543.7816860586	245.9303127178	181.1489566233	266.7819914578	101.6101566404	98.4301938370	232.5873918339	289.3469109988	346.1899733024	285.6712063751	171.5582345851	116.4573679586	266.5818528453	153.0033727432	175.7636753097	111.1496181483	109.9326171963	211.2268321329	240.4334307654	123.3933799834	181.1141962507	68.9007151688	147.2639375266	28.5759313289	120.3491437619	86.9867590067	87.8137931431	124.9630557566	197.1266103375	157.3808843775	118.8699220545	222.2681128073	157.2380686605	182.4316072132	65.9670958485	170.4022056437	68.8786474654	238.2011277070	93.0562031132	233.4754104400	151.3677129727	199.0077356837	213.2031745081	115.8597198009	140.2961237733	91.4382286121	38.6672145677	148.7944542653	167.8510788738	102.7373034466	205.6099418900	49.7107817602	120.4557975689	82.5230098642	184.8879601953	70.8403451257	37.7443726355	141.2545426765	117.8576461727	134.2745353038	258.9496522422	221.1293990326	215.7217294980	191.5820532895	227.1448105779	197.1095024889	144.2725386112	158.5201921682	235.1708748625	164.0413772159	92.0813149744	134.5657466725	112.0474888635	154.2462578541	337.6059865854	43.7141262304	83.8602540290	127.5426635977	128.0136124368	105.7658596676	76.3636782142	65.8716287922	74.8001791253	151.5792189553	114.2170217144	143.1493900671	70.5061222871	39.1608543042	33.7503583256	0	118.2786608010	559.9692394832	50.2933898108	46.7630646288	72.6602515314	75.0475384665	88.8275870666	58.7164340708	25.7973403553	39.3739983270	28.5893790819	70.8031427857	110.9974157867	0	0	0	0	30.4155770849	29.1172708227	0	36.8018581643	0	0	88.5625507035	50.6391463492	60.0359914731	21.2822746116	91.2669367445	0	166.5394181780	0	51.4590821919	0	43.1408601978	0	0	0
PWY-7790: UMP biosynthesis II	1840.2845170842	1696.3465459793	1603.1702837321	458.6447009573	1486.7676569014	1287.3624278418	2747.0091950537	2623.7705809396	2860.8785609415	2289.0817646233	1999.7821330145	2014.5552803724	1288.9116301118	1123.8962463423	2109.3852061594	1051.4026346997	1466.7598259918	1575.2078565791	588.1457213388	923.2629887130	1063.2208328383	1506.8735968990	1551.1529660777	2096.5920519132	1315.8507757603	1266.6285912850	1945.0774392879	1501.0662379936	1147.7886563607	1386.5088178921	899.1243308238	1422.5385812112	1934.7224320136	1923.6852596549	1525.4962930469	1566.6022699987	1640.6998310323	741.8053919636	2029.4946316182	1518.8858291295	1097.3461508153	1501.0670509096	2179.0356142971	1535.6474706748	2398.9040411993	1483.6905900061	1628.1487994265	1295.1937147400	1404.9555024235	1317.2562017965	896.4306094251	1874.3478497653	1160.9954852623	2137.4788931667	2053.8387271562	1752.0231317940	1676.3420384211	2350.2758032788	1545.3703002585	2067.6229859426	614.7793832785	1324.9764519989	1320.4362191446	1659.3607666740	1161.7509795497	974.1133505600	1040.4674035315	1164.1961005846	1761.1429269493	951.2679518556	668.5243551249	1138.9133114663	1126.6356783074	1180.7214907630	2374.4486473602	2129.0139896266	1497.5964865538	1072.7120543938	2282.0746183182	1660.1411255065	1366.7588466083	1938.2723494294	2063.3236134474	1885.3129525491	1313.5956251669	977.4429153575	1459.1390168278	1343.0593524167	2269.3802484551	551.7111503831	1242.8843132095	950.2258813074	1247.9558498419	899.5171002081	1153.3548482905	1039.2152308839	1291.9293481998	1374.5813880534	1072.5045121536	1100.3835231734	2249.2823643207	1049.3490646851	777.2673513682	1319.9074764376	1044.3148584690	7137.8144704236	1221.3345356351	1051.8848250197	1879.1042510763	2054.3611899689	1449.9232651644	1463.8818736946	1749.5618831282	1271.0526461131	994.4947453868	802.4323073512	695.5141579590	962.5168612160	1514.9176833865	1543.9952538633	1352.2068459127	2560.8825153160	1233.2144100120	2220.7580160996	1017.7771728205	874.3472295715	1240.9773916853	1430.4808198579	1072.3228228049	1153.2471436396	1354.3360326257	1104.5850473746	1553.8376097286	1313.8867357512	830.1035290782	1521.9622107705	1231.3850170041	1313.2043566041	997.2931137473	824.2472525366	793.1846329405
PWY-7791: UMP biosynthesis III	1840.2845170842	1696.3465459793	1603.1702837321	458.6447009573	1486.7676569014	1287.3624278418	2747.0091950537	2623.7705809396	2860.8785609415	2289.0817646233	1999.7821330145	2014.5552803724	1288.9116301118	1123.8962463423	2109.3852061594	1051.4026346997	1466.7598259918	1575.2078565791	588.1457213388	923.2629887130	1063.2208328383	1506.8735968990	1551.1529660777	2096.5920519132	1315.8507757603	1266.6285912850	1945.0774392879	1501.0662379936	1147.7886563607	1386.5088178921	899.1243308238	1422.5385812112	1934.7224320136	1923.6852596549	1525.4962930469	1566.6022699987	1640.6998310323	741.8053919636	2029.4946316182	1518.8858291295	1097.3461508153	1501.0670509096	2179.0356142971	1535.6474706748	2398.9040411993	1483.6905900061	1628.1487994265	1295.1937147400	1404.9555024235	1317.2562017965	896.4306094251	1874.3478497653	1160.9954852623	2137.4788931667	2053.8387271562	1752.0231317940	1676.3420384211	2350.2758032788	1545.3703002585	2067.6229859426	614.7793832785	1324.9764519989	1320.4362191446	1659.3607666740	1161.7509795497	974.1133505600	1040.4674035315	1164.1961005846	1761.1429269493	951.2679518556	668.5243551249	1138.9133114663	1126.6356783074	1180.7214907630	2374.4486473602	2129.0139896266	1497.5964865538	1072.7120543938	2282.0746183182	1660.1411255065	1366.7588466083	1938.2723494294	2063.3236134474	1885.3129525491	1313.5956251669	977.4429153575	1459.1390168278	1343.0593524167	2269.3802484551	551.7111503831	1242.8843132095	950.2258813074	1247.9558498419	899.5171002081	1153.3548482905	1039.2152308839	1291.9293481998	1374.5813880534	1072.5045121536	1100.3835231734	2249.2823643207	1049.3490646851	777.2673513682	1319.9074764376	1044.3148584690	7137.8144704236	1221.3345356351	1051.8848250197	1879.1042510763	2054.3611899689	1449.9232651644	1463.8818736946	1749.5618831282	1271.0526461131	994.4947453868	802.4323073512	695.5141579590	962.5168612160	1514.9176833865	1543.9952538633	1352.2068459127	2560.8825153160	1233.2144100120	2220.7580160996	1017.7771728205	874.3472295715	1240.9773916853	1430.4808198579	1072.3228228049	1153.2471436396	1354.3360326257	1104.5850473746	1553.8376097286	1313.8867357512	830.1035290782	1521.9622107705	1231.3850170041	1313.2043566041	997.2931137473	824.2472525366	793.1846329405
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3347849844	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	1404.5261420443	1371.6158701359	1033.6568960352	335.9275763055	1042.2023522669	822.9969119173	2182.6860181275	2103.4740014977	2242.3206964165	1822.7651059195	1539.2938852318	1554.5797994542	842.9372714338	666.9354632112	1664.4109367148	623.5372462781	894.4187421044	1088.6539114315	272.1085844836	562.9419191761	717.9296457901	1100.4190358811	1239.3797625098	1653.4100794305	770.8916034406	950.8988401564	1574.6757979659	1083.9362753081	771.0547484748	947.1728296311	408.2502036561	780.7522913822	1244.0808514969	1340.4841429958	1068.0084032809	783.5465739271	804.5458229669	445.7738807350	1004.5584836698	783.1892125569	690.8988491188	835.8836681146	1517.0475579191	1045.6424395753	1835.4738768296	1036.9542407530	1024.4366778272	801.1064683296	1150.3913114298	731.0949504468	410.3951195540	1116.2940182282	850.5609897537	1494.1673583929	1368.4027866941	957.2209373727	1028.3339342704	1705.6105502989	999.6462078041	1463.3893241123	217.9496273763	831.6370943365	693.0843721908	1183.6526619004	625.1492267983	319.0571499620	478.7096793441	368.4122700670	1332.0028630106	438.7082999339	228.4567762755	457.8967860810	563.4154482773	767.5366993423	1878.3913001376	1531.5367038823	841.8527995869	595.2984393976	1537.9134619031	864.3189550540	799.7393002436	1438.3573785785	1091.3179326608	1172.0041280050	933.0868442460	619.1897848691	1127.4548728179	762.1588893516	1475.5515319270	314.6482557902	720.0741477393	426.9881307627	462.3613899012	480.6832779281	593.4414445030	571.6659576145	522.2647442490	853.6288943193	544.3849866357	520.5727178623	1471.8143558552	630.8205568926	476.9166652536	872.9717317477	433.7281501081	3447.6535194157	808.3248006995	491.2831602732	1232.2402977277	1368.6599931046	682.7762590134	930.3023637550	1232.5801104369	928.7379610128	562.5091384097	445.0220640506	291.6916980489	679.0118683619	1018.0285077300	1057.3990249322	967.4321874232	1805.9430322386	795.0508716279	1557.1542594574	331.4543562555	353.1689817625	757.5289159096	878.3980107810	636.0478239463	650.4676189672	973.6946113584	695.6082831395	1188.3448146851	875.7574692355	571.8765708586	782.3584200679	458.2851477461	1060.1200340723	631.9834437102	390.8474607535	459.0667658947
PWY-7858: (5Z)-dodecenoate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.9962018707	0	0	0	0	0	0	0
PWY-7883: anhydromuropeptides recycling II	0	75.0359924676	72.5600248321	0	0	0	104.8516772058	97.9817655991	92.4029100979	114.3948999736	76.8222476118	68.7734163612	38.0478505334	0	90.0436279270	0	0	0	0	0	0	0	0	43.0452495242	0	0	36.3720144204	0	0	0	0	26.8051624499	47.5888950646	0	0	0	0	0	0	0	0	0	0	33.5798845700	0	34.2251702788	0	0	0	0	0	0	0	0	0	0	29.6387209098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.7824300357	28.0436755851	41.3895385478	0	0	0	0	0	0	0	0	0	0	44.9608180914	0	32.0875143616	0	35.7941977518	0	0	0	0	0	0	21.0840617739	16.9275182253	0	60.9665335401	0	30.5897922350	0	0	53.0759095051	37.3732736857	0	0	70.5182501016	0	44.4097598543	0	67.1459727154	0	0	0	0	0	0	0	0	38.4669044709	44.1194567639	0	30.2665790398	28.6514808054	34.1783024644	0	32.9466061311	45.0433902698	43.8376941828	23.6582915188	30.5251332329	30.3521005285	0	0	43.7561007518	26.9091488466	0	0
PWY-7942: 5-oxo-L-proline metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5188873864	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	1308.9043412917	1243.4919393504	1107.7919834604	343.7969881233	917.2010448052	889.6874395215	2112.2006311731	2079.1535799468	2128.9397097738	1670.1903909357	1418.5291433080	1492.7027436323	866.3427082332	697.8600907672	1540.3097008697	690.4631394445	806.3657121365	945.3206646426	331.8322993539	575.8165782547	730.9973800523	886.7541554529	879.6233583169	1090.0504077408	682.1600518124	623.4844547022	845.5930072672	883.6118307763	632.4731034685	683.3263468725	448.0531681397	839.1116297791	1128.6310590428	1036.2082602409	784.1939668894	637.3054161307	748.0328057416	254.5056731679	890.9403490008	769.9397965465	649.3424350829	745.0842482766	1162.9751519596	933.9505626926	1271.5136024949	911.6835981808	925.1862568516	810.5992948199	949.1737335228	787.3538573311	441.4966538412	1100.9631281960	601.4664490228	1218.3678334939	1111.3378681277	1009.4011140146	990.7548676445	1204.0434215467	838.1364005034	934.2730545284	404.9376940598	740.5135230227	756.4998385266	961.1376751269	724.9061156192	403.7016144272	579.7569017707	714.9563909720	956.5301339441	470.9959932680	318.0017600969	617.7430876392	647.0156466318	756.7435348941	1430.6894456727	1204.9098424445	863.6249825397	689.6455849781	1366.0753670072	962.0709053654	785.2135290309	1077.3992629609	1255.6309082160	1065.4513390284	778.0702805535	594.0797190719	905.2380819415	835.3344902560	1495.3573096060	349.8587691912	786.3319098418	571.6806439363	826.2237526992	576.9678445203	698.5483354952	671.6970169604	717.4343231803	724.7154686247	625.7748256037	615.2084817477	1266.2960285776	746.9452491262	504.3452484220	788.7670889360	663.0207516245	4817.6957222142	686.3350818714	622.8737467461	983.8474175074	1124.8329050926	927.9148158100	908.0291762064	991.6471489784	834.5745643163	586.1058999115	496.9650834183	442.6155170481	626.1483514503	782.2700360006	826.2664572202	757.3188901877	1412.5912989757	816.5656441406	1374.2670154386	627.5644168499	527.9109410927	754.2234160270	835.1063472801	622.6705841096	708.9141304849	764.7571728658	703.7607990935	967.7876299676	802.6282691403	522.3807693500	970.2214507282	864.4610995906	882.0448496718	355.3268008153	401.6380882945	427.3366588539
PWY-7977: L-methionine biosynthesis IV	1012.7302038648	709.8268800885	797.9301344504	199.7811503690	433.0622716673	628.2639952470	1479.7366528168	1436.4648867188	1458.1808950199	1002.6014507307	1090.0660300248	1039.8891383882	557.7893150558	360.2826006528	1202.8884010666	410.8908774203	660.4449278077	593.7993066585	144.7768119242	260.8587533499	683.0107234699	690.5965806421	599.7347732894	641.8269366899	317.5419509121	252.3740857672	452.7590764323	830.4292642896	347.7859669943	364.8836409924	122.2032405341	194.3441781938	460.2930382934	316.9312656162	372.0084243847	167.0918063296	205.4839672990	76.2762700156	235.5742569359	274.1454111001	275.8385202301	168.3019418230	301.6254363855	355.8564671685	323.8813636298	456.4813529418	466.4866313579	226.2104643785	282.3395492338	102.1620240618	101.0195284444	433.9373807906	234.0794680858	461.4745905463	344.5104419024	532.0960121581	368.5426198790	238.3074449094	331.7474195612	254.5347689896	21.1661986366	313.5567108244	175.1474869931	181.7222724618	120.7920361992	124.4067052349	216.5340796140	63.3153070465	335.3685397146	64.6876860543	21.3725339543	100.0154293357	156.2655944470	459.0797046326	325.7947458350	429.2392383492	252.1299439758	213.1732599572	235.1523715400	151.6739840836	109.6118756598	177.8096510939	144.0521721592	138.7903068126	259.4340962392	100.7516067118	303.2720298734	179.9188866044	215.5124585869	75.8901908244	100.0453833463	35.9567636402	0	0	84.1892166097	0	0	416.3396244965	254.2305689021	238.2549720906	996.7372761793	124.4895936511	116.7776570200	110.7380882401	55.5016719505	430.2219217187	381.9740623534	197.4793345851	400.1634170759	722.5164203298	184.6903338469	656.3114760371	668.3451356143	560.9764218872	441.8494559699	246.0413590390	89.6258866414	308.4499060574	407.2944435605	361.7350773538	409.3890059617	741.7579407923	557.5759044589	854.7398469795	161.3417756288	232.3845365073	541.9971905540	433.4560085309	404.8533553560	527.2248978584	642.2039230125	529.8056681999	807.3119661741	865.5055377193	393.4020051687	533.1886595236	269.5066468882	768.3787259942	753.2032394722	267.2714789296	303.0646191605
PWY-8004: Entner-Doudoroff pathway I	896.6300914023	675.2863705564	680.8050286362	156.0542556666	495.4540144065	518.2678321375	1291.6404730442	1304.9203389161	1267.4468387931	996.7707616834	930.6487799646	912.4737559637	499.1053284211	383.0498508822	1034.5040400907	293.3953899507	399.4160687417	525.4443612534	153.8972858139	228.6233930764	368.9703702465	448.2405450162	475.4810485286	538.6195088942	292.1778331544	308.6176884333	427.7303259625	455.9260816212	373.6267503583	304.2176348591	148.3221615089	315.6299860408	608.8041172406	470.2513635928	451.0508843966	224.8123389721	237.0830553702	121.6665248367	235.6699392027	250.0285010733	399.6540072314	241.6019616070	537.2228459852	538.4504845443	511.3106660142	483.7488872545	487.2239195926	323.2417013075	298.5665264093	226.8420341952	182.0083866010	556.2087303192	333.2632321195	634.6296145298	485.8888923586	493.1755208270	413.4668392452	642.9626751788	472.3956052395	477.8365766061	49.1468002158	365.2552422889	300.5211417639	273.9108986101	200.4326163483	71.4379307256	292.9645785804	78.0524105347	492.8462884910	99.7596661359	36.3406234230	275.7244744489	246.9279360624	348.2999222006	556.0200430735	526.2493104263	297.6763021977	145.9516078182	411.1119113676	220.9126341992	202.3423688608	337.5734087331	273.9486062256	300.1883636535	386.7886998073	248.4061833325	494.8873271652	311.1226607856	464.4340870173	145.8565237759	214.3058231304	132.2721440658	75.6268254240	129.6845783812	137.6827953856	78.3804826443	0	197.8562143536	187.7481806428	152.1672654766	172.8352553784	158.1359945561	106.7710042343	161.7146554456	137.6053208599	730.4080140757	129.0262701287	91.3603342569	97.9181122467	221.2346179777	52.1225536769	416.9951370791	159.1711604957	113.4020755091	93.4193155212	110.1877685968	56.8669774338	143.1981833451	0	43.8189844808	0	130.8572689836	399.2943165576	441.5456069627	38.4703694299	77.5273126882	68.1104868004	111.6265778208	87.0023716525	275.6314015314	172.0501770776	299.4975502442	186.0750212511	426.6508534540	59.5454382002	227.3147282627	42.8865246079	285.7992893521	114.8753447353	31.5566637902	42.1950011084
PWY-801: homocysteine and cysteine interconversion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.4979550590	0	41.3595095752	64.6358207987	75.0943339114	0	0	0	0	0	0	0	0	0	0	0	37.8087628967	34.1789901693	0	0	0	0	0	0	0	0	0	0	0	0	13.5566467474	33.7867022342	0	0	0	0	0	0	0	0	0	0	0	0	8.6871658722	21.6128809916	0	28.4496633754	48.9418316643	0	0	0	0	0	0	0	0	27.4008001913	15.1182699180	15.0776008592	36.2662569374	0	0	0	0	0	0	0	0	0	0	36.7437407237	34.2052000765	0	0	0	0	0	0	0	0	0	58.7851665691	83.3510298686	0	0	0	0	0	50.5803169968	32.6639728380	37.9309332826	38.7922177772	0	0	0	0	66.4739878409	0	0	0
